iter	Passed	Remaining
2599	71541	203616
2600	71563	203575
2601	71593	203553
2602	71617	203517
2603	71638	203470
2604	71662	203434
2605	71690	203408
2606	71716	203375
2607	71746	203353
2608	71768	203310
2609	71797	203287
2610	71823	203256
2611	71837	203189
2612	71853	203131
2613	71867	203066
2614	71893	203034
2615	71918	203000
2616	71939	202953
2617	71967	202927
2618	71993	202896
2619	72018	202860
2620	72044	202829
2621	72058	202762
2622	72072	202697
2623	72096	202662
2624	72132	202659
2625	72157	202622
2626	72196	202627
2627	72226	202607
2628	72258	202594
2629	72291	202580
2630	72307	202520
2631	72343	202519
2632	72373	202498
2633	72402	202474
2634	72422	202427
2635	72441	202374
2636	72473	202359
2637	72491	202306
2638	72515	202268
2639	72543	202241
2640	72565	202198
2641	72601	202196
2642	72641	202204
2643	72668	202174
2644	72688	202124
2645	72728	202134
2646	72752	202096
2647	72777	202061
2648	72811	202053
2649	72826	201990
2650	72856	201969
2651	72897	201978
2652	72926	201956
2653	72942	201896
2654	72959	201839
2655	72982	201801
2656	73002	201751
2657	73032	201733
2658	73062	201713
2659	73084	201670
2660	73106	201625
2661	73130	201588
2662	73148	201536
2663	73176	201510
2664	73203	201480
2665	73222	201429
2666	73246	201393
2667	73271	201360
2668	73304	201348
2669	73329	201313
2670	73391	201379
2671	73417	201348
2672	73445	201322
2673	73475	201303
2674	73504	201279
2675	73529	201245
2676	73553	201208
2677	73578	201172
2678	73602	201135
2679	73635	201124
2680	73663	201096
2681	73694	201078
2682	73730	201075
2683	73757	201047
2684	73782	201012
2685	73806	200975
2686	73838	200959
2687	73870	200945
2688	73896	200913
2689	73925	200889
2690	73962	200889
2691	73988	200856
2692	74014	200826
2693	74045	200807
2694	74073	200781
2695	74091	200727
2696	74111	200681
2697	74138	200653
2698	74161	200611
2699	74190	200587
2700	74219	200566
2701	74238	200515
2702	74268	200495
2703	74293	200460
2704	74316	200420
2705	74339	200381
2706	74366	200353
2707	74382	200295
2708	74417	200287
2709	74439	200245
2710	74466	200216
2711	74499	200203
2712	74514	200143
2713	74539	200109
2714	74565	200077
2715	74580	200016
2716	74603	199977
2717	74633	199956
2718	74660	199926
2719	74679	199878
2720	74707	199850
2721	74729	199810
2722	74754	199774
2723	74782	199749
2724	74807	199715
2725	74832	199681
2726	74856	199644
2727	74891	199638
2728	74919	199612
2729	74942	199571
2730	74964	199529
2731	74983	199480
2732	75010	199451
2733	75036	199419
2734	75079	199434
2735	75106	199404
2736	75127	199362
2737	75157	199340
2738	75177	199291
2739	75203	199262
2740	75238	199253
2741	75259	199210
2742	75285	199179
2743	75324	199181
2744	75394	199267
2745	75420	199234
2746	75447	199207
2747	75493	199227
2748	75524	199209
2749	75539	199150
2750	75562	199110
2751	75607	199127
2752	75627	199082
2753	75655	199055
2754	75673	199004
2755	75735	199066
2756	75752	199011
2757	75783	198993
2758	75840	199043
2759	75869	199020
2760	75897	198994
2761	75934	198990
2762	75973	198993
2763	75998	198960
2764	76033	198950
2765	76092	199007
2766	76109	198952
2767	76138	198928
2768	76182	198944
2769	76199	198888
2770	76233	198877
2771	76262	198855
2772	76291	198830
2773	76306	198771
2774	76358	198808
2775	76372	198743
2776	76396	198707
2777	76419	198667
2778	76446	198638
2779	76477	198622
2780	76509	198604
2781	76545	198599
2782	76565	198552
2783	76588	198514
2784	76626	198513
2785	76656	198492
2786	76673	198438
2787	76710	198434
2788	76727	198379
2789	76768	198387
2790	76800	198371
2791	76823	198333
2792	76847	198296
2793	76888	198301
2794	76914	198270
2795	76930	198213
2796	76956	198182
2797	76981	198149
2798	76995	198086
2799	77014	198036
2800	77040	198005
2801	77065	197971
2802	77093	197946
2803	77117	197909
2804	77132	197849
2805	77152	197802
2806	77184	197787
2807	77208	197751
2808	77235	197720
2809	77264	197697
2810	77282	197646
2811	77301	197596
2812	77327	197566
2813	77345	197514
2814	77372	197485
2815	77401	197463
2816	77439	197459
2817	77459	197415
2818	77489	197392
2819	77513	197356
2820	77536	197319
2821	77562	197286
2822	77589	197259
2823	77613	197221
2824	77630	197166
2825	77664	197156
2826	77690	197124
2827	77715	197092
2828	77740	197058
2829	77764	197021
2830	77778	196959
2831	77822	196974
2832	77846	196937
2833	77870	196902
2834	77895	196869
2835	77912	196813
2836	77944	196798
2837	77965	196753
2838	77994	196731
2839	78019	196697
2840	78035	196640
2841	78067	196624
2842	78094	196595
2843	78120	196565
2844	78139	196515
2845	78173	196504
2846	78197	196469
2847	78234	196464
2848	78259	196431
2849	78284	196397
2850	78300	196341
2851	78328	196315
2852	78369	196322
2853	78404	196313
2854	78427	196273
2855	78456	196250
2856	78475	196202
2857	78499	196167
2858	78517	196114
2859	78542	196081
2860	78571	196057
2861	78596	196025
2862	78622	195992
2863	78639	195938
2864	78659	195894
2865	78688	195871
2866	78712	195834
2867	78741	195809
2868	78772	195792
2869	78795	195752
2870	78824	195729
2871	78851	195701
2872	78868	195647
2873	78888	195600
2874	78915	195572
2875	78930	195516
2876	78948	195463
2877	78975	195435
2878	78993	195385
2879	79017	195348
2880	79056	195349
2881	79082	195319
2882	79108	195287
2883	79135	195258
2884	79154	195211
2885	79171	195158
2886	79199	195132
2887	79227	195105
2888	79246	195057
2889	79270	195021
2890	79295	194987
2891	79320	194954
2892	79344	194919
2893	79369	194886
2894	79394	194853
2895	79417	194813
2896	79445	194788
2897	79468	194749
2898	79482	194689
2899	79502	194643
2900	79522	194599
2901	79545	194561
2902	79578	194545
2903	79603	194512
2904	79631	194488
2905	79650	194439
2906	79683	194424
2907	79702	194377
2908	79730	194352
2909	79767	194346
2910	79797	194327
2911	79826	194303
2912	79846	194258
2913	79867	194214
2914	79894	194186
2915	79919	194153
2916	79950	194135
2917	79975	194099
2918	79997	194060
2919	80025	194033
2920	80042	193981
2921	80065	193942
2922	80087	193902
2923	80110	193866
2924	80127	193812
2925	80152	193780
2926	80188	193773
2927	80214	193741
2928	80241	193714
2929	80268	193685
2930	80290	193644
2931	80306	193589
2932	80334	193565
2933	80352	193513
2934	80392	193518
2935	80432	193519
2936	80448	193465
2937	80474	193433
2938	80504	193414
2939	80537	193399
2940	80560	193362
2941	80589	193338
2942	80616	193309
2943	80644	193283
2944	80676	193266
2945	80704	193240
2946	80733	193217
2947	80766	193202
2948	80795	193179
2949	80830	193170
2950	80866	193164
2951	80882	193110
2952	80909	193082
2953	80944	193070
2954	80961	193018
2955	80976	192963
2956	81004	192936
2957	81026	192895
2958	81046	192850
2959	81071	192819
2960	81094	192780
2961	81110	192726
2962	81143	192711
2963	81171	192686
2964	81202	192667
2965	81232	192647
2966	81262	192625
2967	81283	192582
2968	81310	192553
2969	81348	192552
2970	81369	192510
2971	81389	192465
2972	81419	192442
2973	81436	192392
2974	81455	192343
2975	81478	192307
2976	81502	192271
2977	81528	192241
2978	81547	192192
2979	81567	192149
2980	81600	192135
2981	81621	192091
2982	81651	192070
2983	81681	192050
2984	81698	191998
2985	81731	191984
2986	81755	191949
2987	81777	191907
2988	81804	191879
2989	81820	191826
2990	81841	191785
2991	81870	191759
2992	81905	191751
2993	81940	191741
2994	81967	191713
2995	81985	191663
2996	82004	191616
2997	82029	191584
2998	82052	191547
2999	82077	191514
3000	82108	191494
3001	82131	191456
3002	82160	191433
3003	82187	191406
3004	82200	191345
3005	82222	191304
3006	82238	191251
3007	82257	191205
3008	82278	191163
3009	82302	191126
3010	82325	191089
3011	82342	191039
3012	82365	191002
3013	82392	190972
3014	82417	190940
3015	82435	190890
3016	82461	190862
3017	82491	190840
3018	82516	190808
3019	82539	190770
3020	82565	190739
3021	82590	190708
3022	82611	190664
3023	82630	190617
3024	82657	190590
3025	82683	190560
3026	82698	190503
3027	82739	190508
3028	82763	190473
3029	82788	190441
3030	82808	190397
3031	82828	190351
3032	82872	190363
3033	82897	190331
3034	82924	190302
3035	82953	190278
3036	82969	190225
3037	82998	190202
3038	83032	190189
3039	83049	190139
3040	83072	190102
3041	83101	190079
3042	83115	190021
3043	83131	189969
3044	83154	189931
3045	83195	189934
3046	83212	189884
3047	83233	189842
3048	83254	189801
3049	83279	189768
3050	83306	189740
3051	83338	189723
3052	83369	189703
3053	83393	189668
3054	83421	189645
3055	83455	189632
3056	83473	189583
3057	83512	189582
3058	83536	189548
3059	83568	189530
3060	83594	189500
3061	83621	189473
3062	83649	189446
3063	83672	189409
3064	83697	189378
3065	83725	189350
3066	83758	189337
3067	83783	189305
3068	83811	189278
3069	83837	189248
3070	83861	189214
3071	83900	189213
3072	83922	189174
3073	83947	189140
3074	83973	189111
3075	84000	189084
3076	84022	189044
3077	84051	189020
3078	84079	188995
3079	84094	188940
3080	84114	188895
3081	84140	188865
3082	84154	188808
3083	84176	188770
3084	84200	188735
3085	84215	188680
3086	84229	188622
3087	84254	188589
3088	84274	188545
3089	84289	188491
3090	84322	188477
3091	84342	188434
3092	84365	188396
3093	84378	188337
3094	84400	188298
3095	84424	188264
3096	84451	188235
3097	84486	188225
3098	84525	188225
3099	84543	188177
3100	84577	188165
3101	84612	188154
3102	84632	188110
3103	84658	188082
3104	84673	188027
3105	84692	187981
3106	84732	187981
3107	84749	187932
3108	84772	187894
3109	84806	187882
3110	84833	187854
3111	84857	187821
3112	84888	187802
3113	84914	187771
3114	84939	187740
3115	84965	187709
3116	84987	187670
3117	85020	187656
3118	85045	187624
3119	85074	187600
3120	85102	187575
3121	85128	187544
3122	85158	187522
3123	85189	187503
3124	85215	187474
3125	85243	187447
3126	85272	187424
3127	85293	187383
3128	85319	187352
3129	85354	187342
3130	85371	187293
3131	85391	187250
3132	85428	187245
3133	85460	187228
3134	85484	187194
3135	85502	187146
3136	85529	187118
3137	85556	187089
3138	85583	187062
3139	85614	187043
3140	85642	187017
3141	85679	187012
3142	85710	186992
3143	85731	186950
3144	85751	186907
3145	85771	186865
3146	85794	186827
3147	85830	186819
3148	85853	186784
3149	85874	186742
3150	85915	186744
3151	85940	186713
3152	85963	186677
3153	85985	186638
3154	86014	186615
3155	86034	186571
3156	86057	186534
3157	86078	186494
3158	86095	186444
3159	86117	186405
3160	86138	186364
3161	86158	186321
3162	86183	186290
3163	86207	186255
3164	86240	186240
3165	86270	186220
3166	86289	186175
3167	86312	186139
3168	86334	186099
3169	86357	186063
3170	86375	186016
3171	86406	185997
3172	86435	185973
3173	86468	185958
3174	86493	185926
3175	86514	185886
3176	86534	185843
3177	86560	185813
3178	86587	185785
3179	86608	185744
3180	86640	185728
3181	86656	185677
3182	86700	185685
3183	86719	185641
3184	86745	185610
3185	86778	185595
3186	86807	185572
3187	86830	185536
3188	86861	185516
3189	86880	185472
3190	86905	185439
3191	86938	185425
3192	86966	185399
3193	86993	185372
3194	87019	185341
3195	87050	185321
3196	87070	185279
3197	87097	185253
3198	87123	185223
3199	87143	185179
3200	87176	185165
3201	87199	185129
3202	87228	185104
3203	87246	185058
3204	87263	185009
3205	87291	184983
3206	87326	184973
3207	87358	184956
3208	87376	184908
3209	87400	184874
3210	87431	184856
3211	87461	184835
3212	87499	184829
3213	87517	184783
3214	87541	184748
3215	87565	184714
3216	87585	184673
3217	87606	184631
3218	87636	184611
3219	87653	184563
3220	87668	184508
3221	87690	184470
3222	87717	184442
3223	87745	184417
3224	87768	184382
3225	87795	184354
3226	87815	184312
3227	87841	184282
3228	87872	184263
3229	87896	184228
3230	87924	184202
3231	87965	184203
3232	87990	184174
3233	88024	184159
3234	88043	184116
3235	88063	184073
3236	88098	184062
3237	88115	184014
3238	88137	183976
3239	88169	183957
3240	88207	183954
3241	88226	183909
3242	88254	183883
3243	88277	183848
3244	88303	183818
3245	88328	183786
3246	88356	183761
3247	88382	183730
3248	88397	183679
3249	88431	183665
3250	88444	183608
3251	88461	183560
3252	88477	183510
3253	88513	183500
3254	88539	183470
3255	88561	183433
3256	88589	183408
3257	88612	183372
3258	88636	183338
3259	88663	183311
3260	88689	183280
3261	88711	183241
3262	88735	183209
3263	88752	183160
3264	88777	183128
3265	88800	183092
3266	88833	183078
3267	88854	183038
3268	88873	182994
3269	88898	182962
3270	88913	182909
3271	88946	182894
3272	88963	182846
3273	88982	182803
3274	89013	182782
3275	89041	182757
3276	89066	182726
3277	89093	182698
3278	89118	182667
3279	89142	182633
3280	89183	182633
3281	89214	182615
3282	89239	182584
3283	89263	182549
3284	89296	182534
3285	89324	182510
3286	89350	182478
3287	89375	182446
3288	89406	182427
3289	89441	182416
3290	89462	182377
3291	89492	182355
3292	89520	182329
3293	89541	182289
3294	89558	182242
3295	89575	182195
3296	89608	182180
3297	89647	182176
3298	89663	182126
3299	89684	182087
3300	89705	182047
3301	89734	182022
3302	89757	181988
3303	89783	181958
3304	89812	181933
3305	89838	181904
3306	89866	181880
3307	89892	181850
3308	89917	181818
3309	89946	181794
3310	89986	181794
3311	90007	181754
3312	90035	181729
3313	90065	181707
3314	90090	181675
3315	90106	181626
3316	90135	181602
3317	90170	181590
3318	90191	181551
3319	90216	181519
3320	90238	181481
3321	90257	181439
3322	90277	181398
3323	90300	181362
3324	90327	181334
3325	90358	181315
3326	90387	181290
3327	90420	181276
3328	90442	181237
3329	90467	181206
3330	90503	181196
3331	90528	181165
3332	90554	181136
3333	90582	181111
3334	90607	181079
3335	90630	181042
3336	90650	181001
3337	90678	180977
3338	90698	180934
3339	90730	180918
3340	90749	180874
3341	90772	180839
3342	90808	180829
3343	90836	180802
3344	90861	180772
3345	90885	180739
3346	90913	180714
3347	90940	180685
3348	90966	180656
3349	90991	180624
3350	91007	180576
3351	91039	180558
3352	91059	180517
3353	91087	180491
3354	91111	180457
3355	91136	180425
3356	91158	180388
3357	91189	180370
3358	91227	180362
3359	91252	180332
3360	91280	180307
3361	91306	180277
3362	91339	180260
3363	91365	180232
3364	91383	180186
3365	91403	180146
3366	91426	180109
3367	91439	180055
3368	91469	180034
3369	91493	180000
3370	91512	179957
3371	91541	179934
3372	91567	179905
3373	91593	179875
3374	91624	179854
3375	91647	179819
3376	91672	179788
3377	91700	179762
3378	91726	179734
3379	91751	179703
3380	91767	179653
3381	91794	179625
3382	91823	179603
3383	91855	179584
3384	91876	179546
3385	91904	179521
3386	91931	179492
3387	91950	179450
3388	91975	179419
3389	92017	179419
3390	92037	179379
3391	92069	179360
3392	92092	179326
3393	92106	179273
3394	92144	179268
3395	92169	179237
3396	92186	179189
3397	92218	179172
3398	92238	179131
3399	92262	179097
3400	92294	179080
3401	92316	179043
3402	92346	179021
3403	92374	178996
3404	92399	178965
3405	92423	178931
3406	92451	178905
3407	92476	178875
3408	92499	178840
3409	92556	178870
3410	92593	178861
3411	92616	178826
3412	92643	178799
3413	92670	178771
3414	92694	178739
3415	92718	178705
3416	92736	178661
3417	92765	178637
3418	92807	178638
3419	92827	178598
3420	92848	178558
3421	92873	178528
3422	92908	178514
3423	92927	178473
3424	92962	178461
3425	93001	178456
3426	93028	178428
3427	93057	178405
3428	93074	178359
3429	93120	178368
3430	93146	178339
3431	93169	178303
3432	93182	178249
3433	93202	178208
3434	93219	178162
3435	93244	178131
3436	93282	178123
3437	93308	178095
3438	93338	178073
3439	93366	178048
3440	93404	178041
3441	93428	178007
3442	93459	177987
3443	93481	177950
3444	93511	177929
3445	93532	177890
3446	93553	177851
3447	93567	177799
3448	93587	177759
3449	93601	177707
3450	93627	177678
3451	93652	177646
3452	93667	177596
3453	93687	177556
3454	93708	177517
3455	93731	177483
3456	93757	177453
3457	93783	177423
3458	93809	177394
3459	93842	177377
3460	93876	177364
3461	93891	177315
3462	93924	177299
3463	93963	177293
3464	93987	177260
3465	94004	177214
3466	94026	177178
3467	94080	177201
3468	94110	177179
3469	94131	177141
3470	94194	177181
3471	94230	177171
3472	94258	177145
3473	94376	177288
3474	94392	177241
3475	94410	177196
3476	94489	177267
3477	94507	177222
3478	94524	177175
3479	94574	177191
3480	94597	177156
3481	94614	177110
3482	94655	177108
3483	94682	177082
3484	94707	177050
3485	94735	177023
3486	94766	177003
3487	94793	176976
3488	94841	176988
3489	94856	176937
3490	94869	176884
3491	94914	176891
3492	94947	176873
3493	94971	176842
3494	95015	176845
3495	95035	176804
3496	95064	176781
3497	95087	176746
3498	95146	176777
3499	95189	176779
3500	95219	176757
3501	95237	176713
3502	95280	176717
3503	95301	176678
3504	95327	176648
3505	95353	176618
3506	95381	176592
3507	95395	176541
3508	95417	176504
3509	95444	176477
3510	95469	176445
3511	95498	176422
3512	95526	176397
3513	95552	176366
3514	95579	176338
3515	95609	176318
3516	95637	176292
3517	95682	176296
3518	95710	176271
3519	95733	176236
3520	95758	176206
3521	95786	176179
3522	95800	176128
3523	95824	176096
3524	95851	176067
3525	95878	176039
3526	95903	176008
3527	95935	175991
3528	95956	175951
3529	95980	175918
3530	96006	175888
3531	96031	175858
3532	96061	175837
3533	96090	175812
3534	96123	175796
3535	96142	175752
3536	96196	175775
3537	96216	175735
3538	96244	175710
3539	96282	175701
3540	96303	175663
3541	96322	175621
3542	96363	175618
3543	96388	175588
3544	96411	175553
3545	96443	175533
3546	96468	175504
3547	96483	175453
3548	96505	175416
3549	96543	175409
3550	96569	175380
3551	96603	175365
3552	96624	175326
3553	96647	175292
3554	96687	175289
3555	96706	175247
3556	96728	175209
3557	96758	175187
3558	96786	175161
3559	96802	175115
3560	96842	175111
3561	96863	175072
3562	96891	175046
3563	96930	175040
3564	96957	175012
3565	96983	174983
3566	97000	174938
3567	97035	174924
3568	97051	174876
3569	97077	174848
3570	97099	174812
3571	97126	174783
3572	97157	174763
3573	97180	174728
3574	97213	174711
3575	97239	174682
3576	97277	174674
3577	97302	174643
3578	97320	174600
3579	97350	174577
3580	97388	174570
3581	97409	174531
3582	97438	174507
3583	97456	174464
3584	97479	174430
3585	97509	174407
3586	97546	174398
3587	97590	174401
3588	97608	174358
3589	97647	174351
3590	97669	174314
3591	97711	174314
3592	97731	174274
3593	97771	174268
3594	97791	174228
3595	97815	174197
3596	97830	174146
3597	97856	174119
3598	97885	174094
3599	97909	174060
3600	97936	174033
3601	97963	174006
3602	97989	173976
3603	98011	173939
3604	98036	173908
3605	98056	173868
3606	98079	173834
3607	98104	173803
3608	98128	173770
3609	98157	173747
3610	98177	173707
3611	98198	173669
3612	98233	173654
3613	98263	173633
3614	98288	173602
3615	98317	173578
3616	98335	173535
3617	98364	173510
3618	98396	173492
3619	98415	173451
3620	98448	173433
3621	98472	173401
3622	98501	173376
3623	98520	173334
3624	98539	173294
3625	98567	173268
3626	98595	173242
3627	98629	173226
3628	98660	173205
3629	98687	173178
3630	98704	173133
3631	98734	173110
3632	98770	173099
3633	98788	173056
3634	98812	173024
3635	98845	173006
3636	98862	172961
3637	98898	172950
3638	98920	172914
3639	98948	172888
3640	98974	172859
3641	98997	172823
3642	99026	172800
3643	99051	172769
3644	99072	172731
3645	99099	172703
3646	99123	172670
3647	99149	172641
3648	99176	172614
3649	99203	172586
3650	99233	172564
3651	99264	172543
3652	99295	172523
3653	99314	172482
3654	99356	172481
3655	99395	172474
3656	99413	172430
3657	99453	172426
3658	99479	172395
3659	99510	172376
3660	99546	172363
3661	99567	172325
3662	99586	172284
3663	99603	172239
3664	99640	172230
3665	99665	172199
3666	99706	172196
3667	99731	172165
3668	99755	172131
3669	99783	172106
3670	99807	172073
3671	99832	172043
3672	99860	172017
3673	99884	171983
3674	99911	171955
3675	99941	171933
3676	99957	171888
3677	99980	171853
3678	100018	171844
3679	100048	171822
3680	100071	171787
3681	100097	171759
3682	100127	171736
3683	100153	171707
3684	100173	171668
3685	100191	171625
3686	100229	171616
3687	100259	171593
3688	100289	171571
3689	100316	171543
3690	100342	171514
3691	100368	171485
3692	100396	171459
3693	100410	171409
3694	100435	171379
3695	100466	171358
3696	100484	171315
3697	100516	171296
3698	100547	171276
3699	100568	171237
3700	100590	171201
3701	100607	171157
3702	100634	171130
3703	100672	171120
3704	100691	171079
3705	100726	171066
3706	100745	171026
3707	100766	170988
3708	100790	170955
3709	100807	170910
3710	100840	170893
3711	100857	170849
3712	100890	170831
3713	100918	170805
3714	100934	170760
3715	100963	170735
3716	100992	170711
3717	101016	170678
3718	101034	170637
3719	101048	170587
3720	101090	170584
3721	101111	170547
3722	101139	170521
3723	101164	170491
3724	101193	170467
3725	101209	170420
3726	101245	170408
3727	101272	170381
3728	101299	170353
3729	101328	170330
3730	101354	170300
3731	101380	170272
3732	101406	170242
3733	101424	170200
3734	101444	170161
3735	101465	170123
3736	101492	170095
3737	101518	170066
3738	101547	170042
3739	101571	170009
3740	101598	169982
3741	101624	169953
3742	101650	169923
3743	101675	169894
3744	101694	169853
3745	101717	169818
3746	101744	169792
3747	101771	169764
3748	101801	169741
3749	101831	169718
3750	101869	169710
3751	101893	169677
3752	101919	169648
3753	101947	169622
3754	101972	169592
3755	101989	169548
3756	102019	169525
3757	102055	169513
3758	102082	169486
3759	102124	169482
3760	102186	169513
3761	102210	169481
3762	102236	169452
3763	102280	169452
3764	102303	169419
3765	102320	169374
3766	102339	169334
3767	102367	169308
3768	102388	169271
3769	102406	169228
3770	102434	169202
3771	102469	169189
3772	102494	169157
3773	102519	169127
3774	102541	169092
3775	102574	169074
3776	102611	169062
3777	102626	169016
3778	102659	168998
3779	102678	168957
3780	102715	168946
3781	102738	168912
3782	102753	168865
3783	102783	168842
3784	102810	168816
3785	102835	168784
3786	102858	168751
3787	102887	168727
3788	102916	168702
3789	102941	168672
3790	102969	168646
3791	102995	168616
3792	103020	168585
3793	103041	168548
3794	103068	168521
3795	103086	168479
3796	103111	168448
3797	103145	168432
3798	103163	168391
3799	103188	168359
3800	103210	168324
3801	103229	168283
3802	103260	168262
3803	103278	168221
3804	103296	168179
3805	103317	168142
3806	103340	168108
3807	103372	168088
3808	103402	168066
3809	103418	168021
3810	103440	167985
3811	103470	167962
3812	103493	167929
3813	103518	167898
3814	103552	167882
3815	103580	167856
3816	103609	167832
3817	103641	167812
3818	103667	167784
3819	103694	167757
3820	103732	167747
3821	103760	167722
3822	103789	167697
3823	103811	167662
3824	103830	167621
3825	103859	167597
3826	103879	167559
3827	103902	167525
3828	103948	167528
3829	103987	167519
3830	104019	167501
3831	104048	167476
3832	104074	167447
3833	104091	167403
3834	104112	167366
3835	104140	167341
3836	104166	167312
3837	104196	167289
3838	104230	167273
3839	104247	167231
3840	104284	167219
3841	104309	167188
3842	104323	167140
3843	104349	167111
3844	104396	167116
3845	104411	167069
3846	104434	167035
3847	104473	167026
3848	104488	166980
3849	104520	166961
3850	104540	166922
3851	104558	166880
3852	104583	166850
3853	104608	166820
3854	104635	166792
3855	104664	166768
3856	104700	166755
3857	104727	166728
3858	104759	166707
3859	104777	166667
3860	104800	166633
3861	104826	166604
3862	104850	166571
3863	104873	166538
3864	104898	166508
3865	104935	166495
3866	104952	166453
3867	104984	166434
3868	105012	166407
3869	105030	166366
3870	105073	166364
3871	105100	166336
3872	105120	166297
3873	105151	166277
3874	105184	166258
3875	105203	166219
3876	105235	166200
3877	105268	166181
3878	105283	166136
3879	105327	166134
3880	105353	166106
3881	105372	166066
3882	105430	166087
3883	105458	166061
3884	105479	166025
3885	105512	166007
3886	105536	165974
3887	105556	165936
3888	105580	165905
3889	105603	165871
3890	105619	165826
3891	105638	165786
3892	105657	165746
3893	105676	165705
3894	105708	165686
3895	105733	165656
3896	105754	165620
3897	105778	165586
3898	105810	165567
3899	105827	165524
3900	105865	165514
3901	105917	165526
3902	105942	165496
3903	105978	165482
3904	106001	165449
3905	106024	165415
3906	106058	165399
3907	106083	165369
3908	106129	165370
3909	106149	165332
3910	106188	165323
3911	106220	165304
3912	106237	165261
3913	106268	165240
3914	106285	165197
3915	106328	165194
3916	106345	165152
3917	106361	165106
3918	106410	165114
3919	106423	165065
3920	106450	165038
3921	106502	165049
3922	106529	165021
3923	106556	164994
3924	106585	164970
3925	106631	164971
3926	106655	164940
3927	106715	164963
3928	106737	164928
3929	106758	164892
3930	106792	164874
3931	106813	164838
3932	106843	164816
3933	106868	164785
3934	106892	164752
3935	106919	164726
3936	106956	164714
3937	106982	164684
3938	107017	164668
3939	107036	164629
3940	107070	164612
3941	107090	164574
3942	107111	164538
3943	107135	164506
3944	107162	164478
3945	107181	164438
3946	107223	164434
3947	107245	164400
3948	107270	164369
3949	107305	164353
3950	107328	164319
3951	107355	164293
3952	107377	164258
3953	107393	164214
3954	107418	164183
3955	107459	164177
3956	107486	164149
3957	107512	164121
3958	107528	164076
3959	107551	164043
3960	107568	164000
3961	107603	163984
3962	107641	163974
3963	107668	163947
3964	107701	163928
3965	107731	163906
3966	107756	163875
3967	107784	163849
3968	107805	163813
3969	107827	163778
3970	107857	163755
3971	107873	163711
3972	107904	163690
3973	107933	163665
3974	107956	163631
3975	107972	163588
3976	107991	163548
3977	108027	163535
3978	108049	163499
3979	108080	163479
3980	108110	163456
3981	108128	163414
3982	108151	163381
3983	108176	163350
3984	108202	163322
3985	108240	163311
3986	108266	163282
3987	108292	163253
3988	108323	163232
3989	108349	163202
3990	108372	163168
3991	108396	163137
3992	108420	163105
3993	108433	163057
3994	108447	163010
3995	108504	163028
3996	108525	162992
3997	108560	162976
3998	108580	162938
3999	108598	162898
4000	108621	162864
4001	108659	162853
4002	108685	162824
4003	108712	162797
4004	108736	162765
4005	108764	162739
4006	108792	162713
4007	108809	162671
4008	108837	162644
4009	108861	162613
4010	108878	162571
4011	108900	162536
4012	108920	162498
4013	108947	162471
4014	108972	162440
4015	108990	162400
4016	109016	162372
4017	109053	162358
4018	109067	162312
4019	109086	162272
4020	109102	162229
4021	109124	162193
4022	109148	162162
4023	109164	162118
4024	109190	162090
4025	109238	162093
4026	109272	162077
4027	109302	162054
4028	109329	162027
4029	109360	162006
4030	109379	161965
4031	109394	161920
4032	109435	161914
4033	109451	161870
4034	109478	161843
4035	109523	161843
4036	109556	161824
4037	109584	161798
4038	109614	161775
4039	109638	161744
4040	109669	161721
4041	109709	161714
4042	109742	161695
4043	109760	161655
4044	109778	161613
4045	109803	161583
4046	109829	161554
4047	109846	161514
4048	109870	161481
4049	109910	161473
4050	109943	161455
4051	109966	161421
4052	109992	161393
4053	110022	161370
4054	110055	161351
4055	110090	161335
4056	110107	161294
4057	110132	161264
4058	110155	161230
4059	110183	161204
4060	110201	161164
4061	110237	161149
4062	110253	161106
4063	110272	161067
4064	110291	161027
4065	110315	160995
4066	110344	160971
4067	110368	160940
4068	110393	160910
4069	110419	160881
4070	110449	160857
4071	110478	160833
4072	110501	160801
4073	110526	160771
4074	110553	160742
4075	110572	160704
4076	110600	160679
4077	110625	160648
4078	110659	160631
4079	110683	160598
4080	110704	160563
4081	110730	160535
4082	110755	160505
4083	110781	160475
4084	110817	160461
4085	110838	160424
4086	110860	160391
4087	110892	160370
4088	110911	160332
4089	110942	160310
4090	110961	160271
4091	110982	160235
4092	111004	160201
4093	111031	160173
4094	111073	160168
4095	111106	160150
4096	111128	160115
4097	111149	160079
4098	111188	160069
4099	111213	160039
4100	111234	160002
4101	111263	159979
4102	111298	159962
4103	111328	159940
4104	111358	159917
4105	111393	159901
4106	111425	159880
4107	111448	159847
4108	111479	159825
4109	111505	159797
4110	111535	159774
4111	111563	159747
4112	111585	159713
4113	111618	159695
4114	111646	159669
4115	111674	159643
4116	111702	159618
4117	111732	159594
4118	111748	159550
4119	111766	159511
4120	111781	159466
4121	111811	159443
4122	111829	159403
4123	111857	159377
4124	111880	159345
4125	111915	159329
4126	111933	159288
4127	111966	159270
4128	111985	159231
4129	112011	159203
4130	112038	159175
4131	112054	159132
4132	112074	159095
4133	112105	159074
4134	112131	159044
4135	112151	159007
4136	112181	158984
4137	112213	158965
4138	112234	158929
4139	112264	158905
4140	112288	158874
4141	112306	158833
4142	112332	158804
4143	112370	158794
4144	112387	158752
4145	112418	158730
4146	112443	158700
4147	112466	158667
4148	112497	158646
4149	112519	158611
4150	112546	158585
4151	112566	158546
4152	112587	158511
